ARKTIKUL;CODE;NAME;CENA_ROZN;CENA_OPT;URL;OSTATOK;GROUP;OPISANIE;GARANT;IMPORT;EAN;PROIZV;STRANA;MATERIAL;CVET;DLINA;DIAM;IST;UPAK;CENA_IM
16100000;ъ03916;Кольцо белое (з/ч для экстендера);2150;;http://kazanova.su/files/foto/16100000.jpeg;0;Экстендеры;;;10;;Jes Extender, Дания;;пластик;;;;;;2150
16200000;ъ03917;Кольцо черное (з/ч для экстендера);2150;;http://kazanova.su/files/foto/16200000.jpeg;0;Экстендеры;;;10;;Jes Extender, Дания;;пластик;;;;;;2150
23700000;ъ03918;Направляющая с креплением Extra правая (з/ч для экстендера);1200;;http://kazanova.su/files/foto/23700000.jpeg;0;Экстендеры;;;10;;Jes Extender, Дания;;пластик;;;;;;1200
23800000;ъ03919;Направляющая с креплением Extra левая (з/ч для экстендера);1200;;http://kazanova.su/files/foto/23800000.jpeg;0;Экстендеры;;;10;;Jes Extender, Дания;;пластик;;;;;;1200
23300000;ъ03920;Крепление для направляющей правое (з/ч для экстендера);400;;http://kazanova.su/files/foto/23300000.jpeg;0;Экстендеры;;;10;;Jes Extender, Дания;;пластик;;;;;;400
23400000;ъ03921;Крепление для направляющей левое (з/ч для экстендера);400;;http://kazanova.su/files/foto/23400000.jpeg;0;Экстендеры;;;10;;Jes Extender, Дания;;пластик;;;;;;400
23500000;ъ03922;Направляющая с креплением Basic правая (з/ч для экстендера);1200;;http://kazanova.su/files/foto/23500000.jpeg;0;Экстендеры;;;10;;Jes Extender, Дания;;пластик;;;;;;1200
23600000;ъ03923;Направляющая с креплением Basic левая (з/ч для экстендера);1200;;http://kazanova.su/files/foto/23600000.jpeg;0;Экстендеры;;;10;;Jes Extender, Дания;;пластик;;;;;;1200
141048;ъ03931;Презервативы Luxe VIBRO Африканский Эль Дьябло;290;180;http://kazanova.su/files/foto/141048.jpeg;0;Презервативы/Презервативы Luxe;;;10;;Luxe, Россия;;натуральный латекс;;18±1 см;2,4-5,2 см;;;290
141049;ъ03932;Презервативы Luxe VIBRO Бархатный Молот;290;180;http://kazanova.su/files/foto/141049.jpeg;11;Презервативы/Презервативы Luxe;;;10;6,93E+12;Luxe, Россия;;натуральный латекс;;18±1 см;2,4-5,2 см;;;290
141050;ъ03933;Презервативы Luxe VIBRO Штормовой Мул;290;180;http://kazanova.su/files/foto/141050.jpeg;9;Презервативы/Презервативы Luxe;;;10;6,93E+12;Luxe, Россия;;натуральный латекс;;18±1 см;2,4-5,2 см;;;290
141051;ъ03934;Презервативы Luxe VIBRO Поцелуй стриптизерши;290;180;http://kazanova.su/files/foto/141051.jpeg;0;Презервативы/Презервативы Luxe;;;10;;Luxe, Россия;;натуральный латекс;;18±1 см;2,4-5,2 см;;;290
141052;ъ03935;Презервативы Luxe VIBRO Кошмар русалки;290;180;http://kazanova.su/files/foto/141052.jpeg;0;Презервативы/Презервативы Luxe;;;10;;Luxe, Россия;;натуральный латекс;;18±1 см;2,4-5,2 см;;;290
141053;ъ03936;Презервативы Luxe VIBRO Райская птица;290;180;http://kazanova.su/files/foto/141053.jpeg;0;Презервативы/Презервативы Luxe;;;10;;Luxe, Россия;;натуральный латекс;;18±1 см;2,4-5,2 см;;;290
5797930000;ъ03944;Smile Вибратор Swirly Bunny розовый;12650;4690;http://kazanova.su/files/foto/5797930000.jpeg;0;Вибраторы/Со стимуляцией клитора;;;20;4,02E+12;Orion, Германия;;силикон;;21,5 см;3,2-3,5 см;;;12650
5821740000;ъ03945;Сменные насадки для клиторального стимулятора Womanizer 5шт.;1290;690;http://kazanova.su/files/foto/5821740000.jpeg;0;Womanizer;;1 год;0;;Orion, Германия;;медицинский силикон, ABS;;16 - 18 см;;USB, в комплекте;;1290
5824410000;ъ03946;Вибратор для G-точки Endless черный;4470;1642;http://kazanova.su/files/foto/5824410000.jpeg;3;Вибраторы/Для G-точки;;;20;4,02E+12;Orion, Германия;;Силикон, АБС-Пластик;;20 см;3,7 см;;;3280
5828670000;ъ03947;Vibra Lotus Вибратор реалистик розовый;3690;1356;http://kazanova.su/files/foto/5828670000.jpeg;1;Вибраторы/Реалистики;;;20;4,02E+12;Orion, Германия;;Силикон, АБС-Пластик;;15,5 см;2,8-3,4 см;;;3320
5828750000;ъ03948;Vibra Lotus Вибратор реалистик фиолетовый;3690;1356;http://kazanova.su/files/foto/5828750000.jpeg;4;Вибраторы/Реалистики;;;20;4,02E+12;Orion, Германия;;Силикон, АБС-Пластик;;16 - 18 см;2,3-3,4 см;;;3320
5828830000;ъ03949;Vibra Lotus Вибратор реалистик голубой;3690;1356;http://kazanova.su/files/foto/5828830000.jpeg;0;Вибраторы/Реалистики;;;20;4,02E+12;Orion, Германия;;Силикон, АБС-Пластик;;16 - 18 см;2,6-4,6 см;;;3320
5793510000;ъ03334;Вибратор с любрикантом Cascade розовый;7800;2860;http://kazanova.su/files/foto/5793510000.jpeg;0;Вибраторы/Классические;;;20;5,06E+12;Orion, Германия;;;;;;;;5720
TVC-001S;ъ04146;TENGA Vacuum Controller - вакуумная насадка для CUP;9900;4950;http://kazanova.su/files/foto/TVC-001S.jpeg;36;Вагины и мастурбаторы/Мастурбаторы Tenga;;;10;4,56E+12;Tenga, Япония;;пластик/эластомер;;;;;;9900
4001131;ъ04171;FF Пульсатор Bi Stronic Fusion нежно-розовый (+адаптер в комплекте);14700;11300;http://kazanova.su/files/foto/4001131.jpeg;2;Вибраторы/Со стимуляцией клитора;;1 год;0;4,03E+12;FunFactory, Германия;Германия;медицинский силикон;;21,7 см;2,5 - 4,3 см;USB;;14700
5119270000;ъ04218;Кукла Jessica;16900;7790;http://kazanova.su/files/foto/5119270000.jpeg;0;Куклы/Женщины;;;20;4,02E+12;Orion, Германия;;ПВХ, ТПР, АБС-Пластик;;118 см;2 - 2,5 см;;;15990
5120790000;ъ04219;Фаллоимитатор Luxy 6;2520;926;http://kazanova.su/files/foto/5120790000.jpeg;0;Фаллоимитаторы/Классические стимуляторы;длинна 14,5 см , ? 3-3,3 см. Материал: PVC;;20;4,89E+12;Orion, Германия;;ПВХ;;15 - 18 см;3-3,3 см;;;2270
5120950000;ъ04220;Фаллоимитатор Luxy 7;3720;1365;http://kazanova.su/files/foto/5120950000.jpeg;0;Фаллоимитаторы/Классические стимуляторы;длинна  20 cm  ? 3,6-5,5 cm. Материал: PVC;;20;4,89E+12;Orion, Германия;;ПВХ;;20 см;3,6-5,5 см;;;3350
